game;n.players;int.rule;end.rule;winner1.perc;winner2.perc;winner3.perc;winner4.perc;winner5.perc;winner6.perc;moves.mean;moves.sd;moves.min;moves.25%;moves.median;moves.75%;moves.max;rounds.mean;rounds.sd;rounds.min;rounds.25%;rounds.median;rounds.75%;rounds.max;ahead1.mean.perc;ahead1.sd.perc;ahead1.min.perc;ahead1.25%.perc;ahead1.median.perc;ahead1.75%.perc;ahead1.max.perc;ahead2.mean.perc;ahead2.sd.perc;ahead2.min.perc;ahead2.25%.perc;ahead2.median.perc;ahead2.75%.perc;ahead2.max.perc;ahead3.mean.perc;ahead3.sd.perc;ahead3.min.perc;ahead3.25%.perc;ahead3.median.perc;ahead3.75%.perc;ahead3.max.perc;ahead4.mean.perc;ahead4.sd.perc;ahead4.min.perc;ahead4.25%.perc;ahead4.median.perc;ahead4.75%.perc;ahead4.max.perc;ahead5.mean.perc;ahead5.sd.perc;ahead5.min.perc;ahead5.25%.perc;ahead5.median.perc;ahead5.75%.perc;ahead5.max.perc;ahead6.mean.perc;ahead6.sd.perc;ahead6.min.perc;ahead6.25%.perc;ahead6.median.perc;ahead6.75%.perc;ahead6.max.perc;persistence.mean.perc;persistence.sd.perc;persistence.min.perc;persistence.25%.perc;persistence.median.perc;persistence.75%.perc;persistence.max.perc;persistence.1rounds;persistence.2rounds;persistence.3rounds;persistence.4rounds;persistence.5rounds;persistence.6rounds;persistence.7rounds;persistence.8rounds;persistence.9rounds;persistence.10rounds;persistence.11rounds;persistence.12rounds;persistence.13rounds;persistence.14rounds;persistence.15rounds;persistence.16rounds;persistence.17rounds;persistence.18rounds;persistence.19rounds;persistence.20rounds;1.players.ahead;2.players.ahead;3.players.ahead;4.players.ahead;5.players.ahead;6.players.ahead;not.random;lognorm.mean;lognorm.sd;lognorm.logLik;lognorm.AIC
daykin;3;swap;loose;0,33534;0,33334;0,33132;NA;NA;NA;66,7127;39,89756277;16;39;56;83;402;22,90356;13,30370622;6;14;19;28;135;0,354623601;0,217160361;0,018181818;0,181818182;0,327429467;0,484848485;1;0,309152119;0,218356842;0;0,138888889;0,285714286;0,444444444;0,966666667;0,33622428;0,225006524;0;0,166666667;0,315789474;0,47826087;0,958333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,304596541;0,235150624;0,007575758;0,128205128;0,233333333;0,409090909;1;3173;5837;7054;7439;6423;5176;4143;3117;2344;1709;1147;808;525;389;259;162;101;66;48;36;551;8987;40462;NA;NA;NA;0,5;2,991302045;0,519930774;-187809,0488;375622,0975
historical72;3;swap;loose;0,33478;0,3337;0,33152;NA;NA;NA;83,41086;62,75884246;13;39;64;108;774;28,46956;20,92068228;5;14;22;37;259;0,348671635;0,203244122;0,014492754;0,1875;0,319587629;0,472298535;1;0,311747818;0,204237721;0;0,153846154;0,291464401;0,444444444;0,971428571;0,339580547;0,20706477;0;0,181818182;0,32;0,473684211;0,965517241;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,216325521;0,214706909;0,005586592;0,0625;0,133333333;0,297297297;1;11856;9064;6843;5450;4175;2979;2181;1668;1325;1024;807;638;456;349;277;231;159;122;103;73;380;5917;43703;NA;NA;NA;0,36;3,126789749;0,657536358;-206323,6532;412651,3063
historical84;3;swap;loose;0,34136;0,33054;0,3281;NA;NA;NA;41,76194;21,42126992;7;31;40;51;238;14,5865;7,148472548;3;11;14;18;80;0,367725887;0,249264229;0,022727273;0,157894737;0,3125;0,538461538;1;0,291846752;0,249519309;0;0,076923077;0,25;0,466666667;0,962962963;0,340427361;0,256667754;0;0,125;0,307692308;0,52;0,964285714;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,338984369;0,267095328;0,016666667;0,125;0,25;0,5;1;12626;10596;6041;3211;2504;2343;2053;2001;1944;1931;1585;1188;703;431;271;169;122;82;61;44;904;13835;35261;NA;NA;NA;1;2,542603645;0,565096954;-169539,2108;339082,4216
abstract;4;swap;loose;0,27708;0,25826;0,24042;0,22424;NA;NA;113,91662;10,75998807;77;106;113;121;163;29,10044;2,706395813;20;27;29;31;41;0,261219528;0,307754921;0,025;0,035714286;0,083333333;0,424242424;1;0,233616285;0,305928137;0;0;0,068965517;0,4;0,970588235;0,245424518;0,30688653;0;0;0,090909091;0,421558704;0,971428571;0,259739669;0,305959672;0;0;0,111111111;0,4375;0,971428571;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,522984639;0,324817758;0,025;0,206896552;0,535714286;0,838709677;1;2998;2455;2191;1906;1714;1574;1495;1449;1350;1314;1269;1295;1310;1378;1337;1358;1435;1508;1592;1708;1493;10837;21338;16332;NA;NA;1;3,36644732;0,092796552;-120402,0028;240808,0055
ayres;4;swap;loose;0,26014;0,25328;0,24478;0,2418;NA;NA;52,78568;26,39491695;21;35;43;64;272;13,82116;6,604114516;6;9;11;17;69;0,300719513;0,230822411;0,018518519;0,1;0,235294118;0,444444444;1;0,220927187;0,2302086;0;0;0,166666667;0,363636364;0,954545455;0,22696564;0,229821613;0;0;0,166666667;0,375;0,952380952;0,25138766;0,238459133;0;0;0,2;0,416666667;0,958333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,34054395;0,222472096;0,018181818;0,1875;0,3;0,4;1;4155;9764;13064;8542;3532;2128;1991;1691;1425;1078;718;468;331;265;212;195;171;121;87;40;735;9635;23674;15956;NA;NA;1;2,537292068;0,40102892;-152125,4433;304254,8866
tantra;4;swap;loose;0,25856;0,25474;0,24344;0,24326;NA;NA;63,75012;22,28295785;25;46;59;78;231;16,56294;5,578399495;7;12;15;20;58;0,280146358;0,240921847;0,022222222;0,085714286;0,181818182;0,428571429;1;0,223876047;0,240821033;0;0;0,133333333;0,380952381;0,966666667;0,235450982;0,242130758;0;0;0,153846154;0,391304348;0,961538462;0,260526614;0,249327101;0;0,058823529;0,181818182;0,428571429;0,965517241;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,472253868;0,208475562;0,018867925;0,315789474;0,461538462;0,6;1;1077;937;951;2876;7429;10348;8788;5813;3514;2427;1568;1063;725;615;548;455;339;217;131;73;583;7140;20969;21308;NA;NA;1;2,754409386;0,321922618;-151995,192;303994,3839
althoen;4;swap;loose;0,25862;0,25218;0,24942;0,23978;NA;NA;71,66932;28,30693619;25;51;66;87;299;18,53952;7,084843122;7;13;17;22;75;0,287634121;0,243655228;0,018518519;0,083333333;0,208333333;0,428571429;1;0,228448878;0,243253743;0;0;0,153846154;0,375;0,96875;0,234283578;0,244479201;0;0;0,166666667;0,384615385;0,96875;0,249633424;0,250876032;0;0;0,176470588;0,409090909;0,973684211;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,334313879;0,261548056;0,014492754;0,117647059;0,269230769;0,466666667;1;7686;5614;5161;7041;6366;3906;2399;1958;1742;1635;1479;1251;960;703;557;427;304;275;188;101;713;9013;21589;18685;NA;NA;1;2,852789442;0,364089428;-163068,6107;326141,2215
daykin;4;swap;loose;0,25844;0,24844;0,24862;0,2445;NA;NA;76,47038;40,28860119;21;49;67;94;408;19,7423;10,07396845;6;13;17;24;103;0,281796755;0,201268359;0,018181818;0,117647059;0,235294118;0,388888889;1;0,225576767;0,202149117;0;0,058823529;0,1875;0,347160603;0,952380952;0,234571971;0,203091104;0;0,071428571;0,2;0,35483871;0,944444444;0,258054507;0,211362512;0;0,090909091;0,222222222;0,384615385;0,952380952;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,28452848;0,21685018;0,010204082;0,125;0,222222222;0,375;1;4970;7503;8263;8018;6452;4627;3417;2429;1614;1032;686;412;259;135;82;52;25;13;6;3;297;4695;17022;27986;NA;NA;1;2,87115716;0,466063972;-176333,1659;352670,3317
historical72;4;swap;loose;0,25146;0,25266;0,24604;0,24984;NA;NA;88,84234;58,92138252;17;48;71;112;718;22,83686;14,73356803;5;13;18;29;180;0,274345526;0,191412316;0,010752688;0,121212121;0,229508197;0,382978723;1;0,22568358;0,19251148;0;0,071428571;0,1875;0,333333333;0,96;0,238313627;0,193370534;0;0,086956522;0,2;0,355555556;0,954545455;0,261657267;0,197291433;0;0,111111111;0,229166667;0,382352941;0,96969697;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,210843844;0,198549407;0,006802721;0,066666667;0,137931034;0,285714286;1;14354;9475;7212;5342;3789;2578;1923;1391;1066;778;590;434;324;220;150;107;79;47;48;28;204;2963;14416;32417;NA;NA;0,84;2,958153073;0,571812434;-190907,3676;381818,7352
historical84;4;swap;loose;0,25826;0,25488;0,24584;0,24102;NA;NA;49,8061;24,16069241;9;34;51;63;229;13,07514;6,048152245;3;9;13;16;58;0,303811771;0,229490934;0,020833333;0,117647059;0,235294118;0,444444444;1;0,211182371;0,228119223;0;0;0,142857143;0,333333333;0,966666667;0,224192209;0,229286085;0;0;0,157894737;0,357142857;0,958333333;0,260813649;0,238909106;0;0,066666667;0,2;0,411764706;0,961538462;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,307724707;0,247136793;0,017241379;0,117647059;0,210526316;0,454545455;1;16304;11729;5517;2960;2179;2042;1740;1534;1557;1441;1194;805;417;237;139;76;43;37;15;16;446;7845;22397;19312;NA;NA;1;2,439810378;0,553320956;-163346,5928;326697,1856
abstract;5;swap;loose;0,22466;0,2126;0,20032;0,18718;0,17524;NA;142,10314;13,36279886;96;133;141;151;204;29,02072;2,685664711;20;27;29;31;41;0,217608489;0,290447314;0,024390244;0,034482759;0,041666667;0,296296296;1;0,188127966;0,290492724;0;0;0,03125;0,269230769;0,972222222;0,192186524;0,290356793;0;0;0,034482759;0,275862069;0,96969697;0,196663933;0,287758371;0;0;0,037037037;0,28125;0,96969697;0,205413088;0,287586909;0;0;0,0625;0,3;0,971428571;NA;NA;NA;NA;NA;NA;NA;0,5259277;0,324146498;0,025;0,214285714;0,548387097;0,84375;1;3172;2496;2126;1787;1588;1522;1397;1409;1319;1276;1319;1346;1299;1312;1327;1418;1438;1512;1609;1734;1096;8794;18297;15986;5827;NA;1;3,363743786;0,09238083;-120042,3264;240088,6528
ayres;5;swap;loose;0,2071;0,20456;0,19932;0,19346;0,19556;NA;60,67792;26,40873062;26;44;53;66;289;12,73798;5,289106258;6;9;11;14;58;0,257359691;0,21312015;0,021276596;0,1;0,153846154;0,375;1;0,172908471;0,211317829;0;0;0,090909091;0,3;0,952380952;0,179949751;0,213143383;0;0;0,1;0,304347826;0,95;0,184092856;0,212856561;0;0;0,1;0,307692308;0,952380952;0,205689231;0,223880132;0;0;0,125;0,357142857;0,954545455;NA;NA;NA;NA;NA;NA;NA;0,321603008;0,206698861;0,020833333;0,181818182;0,285714286;0,384615385;1;5212;10967;14005;8337;3304;1798;1599;1447;1062;721;496;307;173;132;129;103;95;53;34;21;466;6675;19315;17590;5954;NA;1;2,477633061;0,347922759;-142039,8407;284083,6814
tantra;5;swap;loose;0,20844;0,2011;0,20246;0,19558;0,19242;NA;76,39934;24,78644781;31;57;71;92;240;15,8798;4,962652972;7;12;15;19;49;0,239819973;0,223832258;0,023809524;0,076923077;0,133333333;0,352941176;1;0,175079761;0,222356261;0;0;0,076923077;0,291666667;0,958333333;0,183733293;0,223456278;0;0;0,083333333;0,3;0,952380952;0,191222951;0,223423553;0;0;0,1;0,307692308;0,956521739;0,210144022;0,231752594;0;0;0,125;0,333333333;0,956521739;NA;NA;NA;NA;NA;NA;NA;0,461786818;0,200195132;0,023809524;0,315789474;0,461538462;0,583333333;1;1291;1068;1057;3390;8339;10785;9072;5602;3256;1922;1304;820;551;422;344;300;190;116;90;39;379;4957;15600;19438;9626;NA;1;2,719249405;0,300084445;-146724,8289;293453,6579
althoen;5;swap;loose;0,20614;0,2025;0,1991;0,19792;0,19434;NA;83,59092;30,01676987;31;62;79;100;344;17,31816;6,010518841;7;13;16;21;69;0,241049127;0,222295624;0,02;0,071428571;0,142857143;0,357142857;1;0,180215226;0,222590714;0;0;0,090909091;0,3;0,961538462;0,18410537;0,223897864;0;0;0,09375;0,3;0,96;0,18965292;0,225958156;0;0;0,1;0,3125;0,965517241;0,204977358;0,235159411;0;0;0,111111111;0,333333333;0,961538462;NA;NA;NA;NA;NA;NA;NA;0,310624414;0,246412956;0,014492754;0,111111111;0,25;0,428571429;1;8891;6534;5970;7482;6350;3738;2200;1643;1444;1286;1202;861;689;504;366;259;202;136;91;52;427;6450;16963;18076;8084;NA;1;2,795079165;0,335724736;-156127,7003;312259,4005
daykin;5;swap;loose;0,20566;0,20308;0,19794;0,19708;0,19624;NA;87,11976;41,52743224;26;59;78;105;478;18,02516;8,310267636;6;12;16;22;96;0,237266757;0,186292108;0,019607843;0,090909091;0,178571429;0,333333333;1;0,1780844;0,187955907;0;0;0,125;0,28;0,9375;0,183081601;0,188219011;0;0;0,133333333;0,285714286;0,944444444;0,191548629;0,190278926;0;0,034482759;0,142857143;0,294117647;0,9375;0,210018612;0,197774859;0;0,055555556;0,166666667;0,318181818;0,954545455;NA;NA;NA;NA;NA;NA;NA;0,271041945;0,206402005;0,012048193;0,117647059;0,214285714;0,357142857;1;6388;8810;9206;7981;6028;4073;2781;1888;1159;742;417;248;134;73;38;18;9;3;1;0;202;3081;11349;18822;16546;NA;0,99;2,799174948;0,425095445;-168133,5961;336271,1922
historical72;5;swap;loose;0,20376;0,20142;0,1991;0,19632;0,1994;NA;95,91008;55,73826558;21;57;81;120;686;19,78418;11,15232214;5;12;17;25;138;0,231068276;0,179891038;0,011764706;0,090909091;0,173913043;0,32;1;0,175010466;0,181023079;0;0;0,125;0,272727273;0,95;0,18588501;0,183275848;0;0,035714286;0,142857143;0,285714286;0,944444444;0,196383517;0,184902011;0;0,051282051;0,15;0,3;0,947368421;0,21165273;0,187342576;0;0,066666667;0,166666667;0,317460317;0,954545455;NA;NA;NA;NA;NA;NA;NA;0,208296666;0,191363761;0,009708738;0,071428571;0,142857143;0,285714286;1;15926;10011;7167;5287;3579;2394;1669;1218;830;569;421;310;186;156;78;62;40;28;23;17;134;2101;9161;18986;19618;NA;0,93;2,851844359;0,506582296;-179535,7202;359075,4404
historical84;5;swap;loose;0,20466;0,2074;0,19948;0,1964;0,19206;NA;57,7694;27,88311412;11;33;61;75;298;12,15318;5,581012349;3;7;13;16;60;0,266760035;0,211525286;0,023255814;0,090909091;0,2;0,368421053;1;0,163119357;0,206718135;0;0;0,076923077;0,25;0,954545455;0,172475101;0,208837809;0;0;0,090909091;0,266666667;0,947368421;0,183593246;0,210872413;0;0;0,111111111;0,285714286;0,944444444;0,21405226;0,221636189;0;0;0,153846154;0,333333333;0,952380952;NA;NA;NA;NA;NA;NA;NA;0,292355488;0,233950757;0,016666667;0,117647059;0,2;0,4;1;18595;12148;5372;2768;2101;1730;1486;1189;1228;1160;973;620;293;159;82;39;25;17;5;6;320;5402;17358;18488;8432;NA;1;2,36725;0,549053369;-159331,4451;318666,8902
abstract;6;swap;loose;0,18794;0,18048;0,17188;0,16198;0,15234;0,14538;170,45496;16,10915893;115;159;170;181;244;28,9968;2,694990727;20;27;29;31;41;0,189290361;0,274677543;0,024390244;0,034482759;0,038461538;0,2;1;0,156791899;0,274808562;0;0;0;0,172413793;0,970588235;0,158841816;0,273728797;0;0;0;0,178800366;0,96969697;0,161011261;0,272261195;0;0;0;0,185185185;0,970588235;0,165171813;0,271050091;0;0;0,033333333;0,193548387;0,970588235;0,168892851;0,270618588;0;0;0,034482759;0,2;0,971428571;0,526151301;0,323646137;0,024390244;0,214285714;0,545454545;0,846153846;1;3108;2466;2089;1810;1632;1497;1482;1403;1452;1288;1289;1314;1286;1314;1293;1392;1416;1421;1599;1760;803;7756;16615;15876;7500;1450;1;3,362880102;0,09281798;-120235,1862;240474,3724
ayres;6;swap;loose;0,17194;0,17;0,16904;0,16704;0,16308;0,1589;69,65858;26,98780279;31;52;63;77;326;12,19266;4,503788162;6;9;11;13;55;0,229883343;0,197561541;0,022222222;0,090909091;0,125;0,333333333;1;0,142418016;0,197308851;0;0;0;0,25;0,952380952;0,147243212;0,197777551;0;0;0,055555556;0,25;0,947368421;0,153373999;0,199774934;0;0;0,076923077;0,25;0,956521739;0,155058641;0,197131753;0;0;0,083333333;0,25;0,956521739;0,172022789;0,207556462;0;0;0,090909091;0,3;0,952380952;0,306711839;0,194503847;0,02;0,181818182;0,272727273;0,375;1;5884;12051;14529;8072;2987;1573;1377;1147;855;596;317;227;96;58;75;53;39;36;22;4;307;4969;16304;17881;8704;1835;1;2,446980091;0,313610366;-135315,7345;270635,4689
tantra;6;swap;loose;0,17562;0,16898;0,1671;0,16268;0,16202;0,1636;89,28622;27,33484008;37;69;84;106;279;15,46842;4,56584928;7;12;15;18;47;0,209885211;0,206697901;0,025641026;0,071428571;0,105263158;0,285714286;1;0,143947251;0,20588045;0;0;0,05;0,230769231;0,956521739;0,149302343;0,207573501;0;0;0,058823529;0,230769231;0,956521739;0,155357474;0,208822162;0;0;0,066666667;0,24;0,952380952;0,162464378;0,208987915;0;0;0,076923077;0,25;0,954545455;0,179043342;0,21943993;0;0;0,090909091;0,272727273;0,96;0,453168273;0,196515333;0,026315789;0,315789474;0,45;0,571428571;1;1520;1138;1187;3847;9053;11148;8839;5404;2962;1702;1056;660;384;317;285;189;150;61;48;18;257;3937;12721;17575;11902;3608;1;2,697622159;0,284989938;-143062,9643;286129,9286
althoen;6;swap;loose;0,17184;0,17202;0,16806;0,16396;0,1629;0,16122;95,90392;32,47691278;37;72;91;114;333;16,56892;5,420623368;7;13;16;20;56;0,211279473;0,203343598;0,020833333;0,066666667;0,111111111;0,3;1;0,149035181;0,205377059;0;0;0,052631579;0,25;0,96;0,153070872;0,208492356;0;0;0,058823529;0,25;0,956521739;0,155934534;0,207579138;0;0;0,0625;0,25;0,954545455;0,160945236;0,211141756;0;0;0,066666667;0,263157895;0,961538462;0,169734704;0,217066635;0;0;0,076923077;0,272727273;0,965517241;0,294818068;0,233898458;0,018518519;0,107142857;0,230769231;0,4;1;9464;7329;6549;7817;6418;3512;1932;1469;1267;1058;848;711;514;337;244;184;132;95;52;30;278;4805;14268;17257;10545;2847;1;2,756818968;0,317638949;-151445,879;302895,758
daykin;6;swap;loose;0,17536;0,17154;0,16538;0,1638;0,16254;0,16138;98,24212;42,02061366;31;69;90;119;475;16,95994;7,009048276;6;12;16;20;80;0,210262855;0,175515027;0,020833333;0,083333333;0,142857143;0,285714286;1;0,146143987;0,1764473;0;0;0,086956522;0,230769231;0,95;0,149839185;0,176450451;0;0;0,090909091;0,235294118;0,9375;0,1542278;0,177911801;0;0;0,1;0,24;0,9375;0,162121287;0,179123506;0;0;0,111111111;0,25;0,95;0,177404886;0,187518956;0;0;0,125;0,272727273;0,9375;0,262105123;0,202693226;0,016129032;0,111111111;0,2;0,333333333;1;7737;9884;9448;7701;5402;3553;2487;1568;933;605;310;187;99;44;21;7;6;5;3;0;155;2355;8978;15113;14944;8455;1;2,753142113;0,392075288;-161788,9625;323581,9251
historical72;6;swap;loose;0,17044;0,16818;0,16758;0,16592;0,16548;0,1624;103,81506;53,85126643;25;67;90;127;584;17,88574;8,9775106;5;12;16;22;98;0,204212307;0,1699302;0,014084507;0,083333333;0,142857143;0,277777778;1;0,140909006;0,169731934;0;0;0,083333333;0,222222222;0,9375;0,150175132;0,173910632;0;0;0,090909091;0,233333333;0,952380952;0,158833931;0,176456111;0;0;0,103194726;0,25;0,958333333;0,167333601;0,177322416;0;0;0,115384615;0,25;0,947368421;0,178536023;0,1789385;0;0,04;0,125;0,272727273;0,941176471;0,20803875;0,187783894;0,010204082;0,071428571;0,142857143;0,277777778;1;17201;10193;7001;5027;3365;2366;1485;1105;717;535;364;233;118;118;59;37;21;18;10;6;98;1601;7277;14915;16658;9451;0,98;2,776823762;0,455450714;-170464,7262;340933,4524
historical84;6;swap;loose;0,17566;0,16852;0,16714;0,1628;0,16412;0,16176;65,62164;31,6620311;13;36;69;87;249;11,52262;5,28507398;3;7;12;15;42;0,241347227;0,193782056;0,026315789;0,090909091;0,166666667;0,333333333;1;0,132888042;0,189620645;0;0;0,045454545;0,2;0,9375;0,14035848;0,191782286;0;0;0,0625;0,222222222;0,944444444;0,146580388;0,192931829;0;0;0,071428571;0,230769231;0,941176471;0,15704906;0,194839378;0;0;0,083333333;0,25;0,941176471;0,181776803;0,205216652;0;0;0,117647059;0,285714286;0,954545455;0,280399904;0,222236561;0,027027027;0,111111111;0,2;0,4;1;20510;12131;5242;2716;2026;1484;1143;1001;1014;1023;788;468;254;89;53;24;14;9;2;4;182;3961;14398;17411;11056;2992;1;2,316924156;0,537865674;-155785,8131;311575,6263
abstract;3;stop;loose;0,4616;0,31554;0,22286;NA;NA;NA;82,29728;6,645719518;57;78;82;87;111;28,0682;2,237688295;20;27;28;30;38;0,483195632;0,395518988;0,027777778;0,041666667;0,44;0,923076923;1;0,299859564;0,366050946;0;0;0,074074074;0,64516129;0,971428571;0,216944803;0,330419746;0;0;0,034482759;0,322817837;0,971428571;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,66376758;0,319791707;0,028571429;0,4;0,777777778;0,96;1;1909;1373;1182;1117;1045;1039;996;1011;960;1036;988;1006;1038;1101;1098;1173;1198;1296;1472;1558;6411;29547;14042;NA;NA;NA;1;3,331448923;0,079980845;-111220,9673;222445,9345
ayres;3;stop;loose;0,35966;0,33334;0,307;NA;NA;NA;44,6104;26,16678402;16;26;33;57;301;15,52802;8,729592144;6;9;12;20;101;0,425433327;0,271912309;0,023255814;0,176470588;0,4;0,621621622;1;0,294920503;0,259003816;0;0,045454545;0,264705882;0,461538462;0,964285714;0,27964617;0,260339192;0;0;0,25;0,454545455;0,966666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,396859434;0,264630293;0,011494253;0,2;0,333333333;0,5;1;2647;7446;11065;8107;3715;2332;2451;2652;2328;1774;1228;863;690;479;459;453;410;355;229;143;2588;21269;26143;NA;NA;NA;1;2,618108912;0,478039381;-164949,2641;329902,5283
tantra;3;stop;loose;0,36456;0,32824;0,3072;NA;NA;NA;50,86598;20,08575434;19;35;48;62;227;17,61498;6,708531858;7;12;17;21;76;0,426558222;0,29072004;0,022222222;0,166666667;0,375;0,642857143;1;0,302186227;0,278116611;0;0,05;0,238095238;0,5;0,96969697;0,271255551;0,274471358;0;0;0,181818182;0,476190476;0,971428571;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,527926314;0,237232693;0,02173913;0,333333333;0,5;0,6875;1;573;422;480;1923;5343;8317;8137;6162;4384;3156;2308;1747;1267;1138;1061;957;796;601;411;274;2700;20492;26808;NA;NA;NA;1;2,802402674;0,360939358;-160114,7945;320233,5889
althoen;3;stop;loose;0,34898;0,33304;0,31798;NA;NA;NA;59,42482;26,38119913;19;40;54;72;350;20,46992;8,801254708;7;14;19;25;117;0,396001271;0,277947562;0,018867925;0,142857143;0,352941176;0,58974359;1;0,307408141;0,270855687;0;0,0625;0,260869565;0,5;0,976744186;0,296590588;0,269983538;0;0,047619048;0,25;0,478487319;0,972972973;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,385681074;0,288251697;0,01010101;0,142857143;0,315789474;0,555555556;1;5993;3704;4033;5874;6000;4162;2637;2138;2240;2192;2024;1808;1492;1211;943;809;660;508;412;336;2161;17448;30391;NA;NA;NA;1;2,936687458;0,401480974;-172151,5428;344307,0857
daykin;3;stop;loose;0,34488;0,33328;0,32184;NA;NA;NA;65,9888;39,22701429;16;39;55;82;469;22,65912;13,08225912;6;14;19;28;157;0,399824201;0,23349643;0,018867925;0,222222222;0,37037037;0,538461538;1;0,308476317;0,226337896;0;0,128205128;0,285714286;0,451612903;0,964285714;0,291699483;0,225363619;0;0,107142857;0,272727273;0,4375;0,962962963;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,322160378;0,244263234;0,009009009;0,138888889;0,25;0,432432432;1;2786;5154;6694;7152;6467;5203;4249;3450;2688;1837;1328;965;649;417;329;233;140;84;61;33;1182;12511;36307;NA;NA;NA;1;2,980280825;0,522241788;-187479,7378;374963,4756
historical72;3;stop;loose;0,34194;0,33632;0,32174;NA;NA;NA;83,52748;63,57521562;13;39;64;108;786;28,5043;21,19644799;5;14;22;37;263;0,407211415;0,231823478;0,014925373;0,224489796;0,375;0,555555556;1;0,308577388;0,221350217;0;0,133333333;0,285714286;0,454545455;0,973684211;0,284211196;0,217297158;0;0,109303977;0,256410256;0,425925926;0,975609756;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,258269639;0,242110165;0,004950495;0,076923077;0,166666667;0,363636364;1;8828;8097;6638;5592;4272;3208;2464;2006;1587;1326;1095;910;724;596;484;405;339;252;215;168;949;10533;38518;NA;NA;NA;1;3,122639334;0,666384873;-206784,4989;413572,9979
historical84;3;stop;loose;0,3628;0,32866;0,30854;NA;NA;NA;41,20278;21,30669049;7;31;39;51;239;14,39422;7,113268065;3;11;14;18;80;0,452189512;0,282646474;0,025;0,2;0,40625;0,666666667;1;0,285476644;0,264287531;0;0,058823529;0,222222222;0,473684211;0,961538462;0,262333844;0,258912202;0;0;0,19047619;0,428571429;0,965517241;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,37372555;0,291498468;0,0125;0,133333333;0,266666667;0,6;1;11380;10465;5981;3088;2395;2141;2159;2116;2165;2196;1889;1515;937;531;315;227;140;112;81;51;2433;20251;27316;NA;NA;NA;1;2,527553593;0,569552595;-169179,3989;338362,7978
abstract;4;stop;loose;0,39602;0,26916;0,1931;0,14172;NA;NA;108,69276;8,737689084;78;102;109;114;148;27,79478;2,19599663;20;26;28;29;38;0,417781596;0,389898278;0,027777778;0,038461538;0,25;0,862068966;1;0,255983354;0,350881469;0;0;0,037037037;0,516129032;0,972222222;0,185591919;0,312941379;0;0;0;0,206896552;0,970588235;0,140643131;0,278319211;0;0;0;0,096774194;0,971428571;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,642715045;0,317883491;0,027777778;0,37037037;0,741935484;0,928571429;1;2016;1447;1269;1184;1117;1109;1072;1164;1071;1068;1055;1133;1176;1155;1208;1267;1346;1423;1519;1753;4385;24615;18511;2489;NA;NA;1;3,321721086;0,07918115;-110232,1306;220468,2611
ayres;4;stop;loose;0,28458;0,25594;0,23864;0,22084;NA;NA;51,27966;26,4237555;21;34;41;63;322;13,44182;6,613329707;6;9;11;16;81;0,354883462;0,257756612;0,024390244;0,111111111;0,3;0,538461538;1;0,234785671;0,245560122;0;0;0,181818182;0,4;0,967741935;0,208894085;0,237434994;0;0;0,125;0,363636364;0,956521739;0,201436783;0,23772285;0;0;0,111111111;0,363636364;0,958333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,365333824;0,238026943;0,015384615;0,2;0,3125;0,44;1;3670;9522;13126;8348;3441;1919;2042;1988;1528;1218;925;514;387;298;233;214;250;189;91;48;1500;15621;23059;9820;NA;NA;1;2,504663364;0,411460546;-151777,9878;303559,9755
