game;n.players;int.rule;end.rule;winner1.perc;winner2.perc;winner3.perc;winner4.perc;winner5.perc;winner6.perc;moves.mean;moves.sd;moves.min;moves.25%;moves.median;moves.75%;moves.max;rounds.mean;rounds.sd;rounds.min;rounds.25%;rounds.median;rounds.75%;rounds.max;ahead1.mean.perc;ahead1.sd.perc;ahead1.min.perc;ahead1.25%.perc;ahead1.median.perc;ahead1.75%.perc;ahead1.max.perc;ahead2.mean.perc;ahead2.sd.perc;ahead2.min.perc;ahead2.25%.perc;ahead2.median.perc;ahead2.75%.perc;ahead2.max.perc;ahead3.mean.perc;ahead3.sd.perc;ahead3.min.perc;ahead3.25%.perc;ahead3.median.perc;ahead3.75%.perc;ahead3.max.perc;ahead4.mean.perc;ahead4.sd.perc;ahead4.min.perc;ahead4.25%.perc;ahead4.median.perc;ahead4.75%.perc;ahead4.max.perc;ahead5.mean.perc;ahead5.sd.perc;ahead5.min.perc;ahead5.25%.perc;ahead5.median.perc;ahead5.75%.perc;ahead5.max.perc;ahead6.mean.perc;ahead6.sd.perc;ahead6.min.perc;ahead6.25%.perc;ahead6.median.perc;ahead6.75%.perc;ahead6.max.perc;persistence.mean.perc;persistence.sd.perc;persistence.min.perc;persistence.25%.perc;persistence.median.perc;persistence.75%.perc;persistence.max.perc;persistence.1rounds;persistence.2rounds;persistence.3rounds;persistence.4rounds;persistence.5rounds;persistence.6rounds;persistence.7rounds;persistence.8rounds;persistence.9rounds;persistence.10rounds;persistence.11rounds;persistence.12rounds;persistence.13rounds;persistence.14rounds;persistence.15rounds;persistence.16rounds;persistence.17rounds;persistence.18rounds;persistence.19rounds;persistence.20rounds;1.players.ahead;2.players.ahead;3.players.ahead;4.players.ahead;5.players.ahead;6.players.ahead;not.random;lognorm.mean;lognorm.sd;lognorm.logLik;lognorm.AIC
abstract;3;none;goose;0,36812;0,33134;0,30054;NA;NA;NA;85,76334;8,453503491;59;80;85;91;146;29,24418;2,83777328;20;27;29;31;49;0,385826987;0,314470711;0,026315789;0,1;0,296296296;0,655172414;1;0,316762753;0,30636972;0;0,035714286;0,214285714;0,562900641;0,971428571;0,29741026;0,300446899;0;0,034482759;0,185185185;0,533333333;0,96969697;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,291430646;0,32986642;0,020408163;0,033333333;0,076923077;0,538461538;1;19845;5278;2051;1300;1087;1009;927;877;858;815;845;791;751;788;751;806;821;822;815;814;1390;16417;32193;NA;NA;NA;1;3,371073389;0,095613413;-122128,4877;244260,9755
ayres;3;none;goose;0,34104;0,32982;0,32914;NA;NA;NA;67,01454;46,63563387;16;31;55;86;521;23,00462;15,54911426;6;11;19;29;174;0,388749296;0,231660695;0,021276596;0,2;0,363636364;0,540135135;1;0,307443295;0,226563298;0;0,125;0,288888889;0,454545455;0,966666667;0,303807409;0,228739939;0;0,111111111;0,285714286;0,454545455;0,96969697;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,305186516;0,242735892;0,007874016;0,111111111;0,25;0,428571429;1;6849;6731;7169;5909;4479;3504;2936;2450;2091;1688;1388;1086;881;634;559;419;337;290;198;148;1053;12857;36090;NA;NA;NA;1;2,946606656;0,603275009;-193008,1535;386020,3071
tantra;3;none;goose;0,34396;0,33418;0,32186;NA;NA;NA;58,92618;22,74445684;19;42;56;71;236;20,30462;7,587670137;7;15;19;24;79;0,389609895;0,282993097;0,018867925;0,142857143;0,307692308;0,612903226;1;0,309365302;0,278559202;0;0,068965517;0,222222222;0,53125;0,971428571;0,301024803;0,27985086;0;0,057142857;0,210526316;0,529411765;0,973684211;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,449913542;0,28834299;0,012820513;0,166666667;0,470588235;0,684210526;1;8811;2736;1029;1255;2487;3498;4038;3886;3481;3079;2762;2273;1892;1694;1393;1235;1016;756;629;489;1298;14976;33726;NA;NA;NA;1;2,943950691;0,366960727;-168019,4389;336042,8778
althoen;3;none;goose;0,34074;0,3306;0,32866;NA;NA;NA;67,14318;33,01241154;19;44;60;82;445;23,04708;11,01075875;7;15;21;28;149;0,378943488;0,259604502;0,015384615;0,153846154;0,333333333;0,555555556;1;0,310898096;0,255222452;0;0,090909091;0,27027027;0,482758621;0,976190476;0,310158416;0,257534414;0;0,083333333;0,268292683;0,5;0,971428571;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,3137989;0,279668976;0,01010101;0,074074074;0,222222222;0,473684211;1;11643;4759;3603;4366;4533;3548;2551;2184;1962;1764;1578;1438;1252;925;894;655;517;425;324;268;1292;13507;35201;NA;NA;NA;1;3,03798714;0,440927715;-181902,5672;363809,1344
daykin;3;none;goose;0,33796;0,33408;0,32796;NA;NA;NA;107,38168;79,57625078;16;52;84;139;922;36,45852;26,52633696;6;18;29;47;308;0,373440392;0,198364024;0,018867925;0,230769231;0,350877193;0,484848485;1;0,314590942;0,193687017;0;0,176470588;0,3;0,431818182;0,96;0,311968665;0,196391249;0;0,173076923;0,3;0,428571429;0,964285714;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,235003365;0,2140621;0,004347826;0,080645161;0,166666667;0,314285714;1;4690;5178;5958;6210;5887;5006;4198;3270;2526;1980;1434;1024;760;513;380;298;195;155;87;77;468;6742;42790;NA;NA;NA;0,98;3,374638031;0,661569706;-219021,8319;438047,6639
historical72;3;none;goose;0,3479;0,3323;0,3198;NA;NA;NA;44,77968;24,72931802;13;28;38;55;273;15,58906;8,250570268;5;10;13;19;92;0,415274573;0,229265856;0,023809524;0,230769231;0,384615385;0,571428571;1;0,301067135;0,219754615;0;0,125;0,275862069;0,444444444;0,954545455;0,283658292;0,21984003;0;0,1;0,25;0,428571429;0,971428571;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,29878154;0,237647036;0,011235955;0,111111111;0,230769231;0,428571429;1;11099;9026;8001;6090;4582;3387;2360;1729;1165;858;523;365;287;168;130;62;58;45;22;13;1076;12256;36668;NA;NA;NA;1;2,631680127;0,467081795;-164468,3887;328940,7774
historical84;3;none;goose;0,34156;0,33582;0,32262;NA;NA;NA;45,27196;24,55826826;7;32;42;58;238;15,75292;8,194918829;3;11;15;20;80;0,41485321;0,264086352;0,015625;0,19047619;0,366666667;0,612903226;1;0,293693577;0,253417757;0;0,071428571;0,25;0,466666667;0,966666667;0,291453212;0,254436658;0;0,066666667;0,25;0,47826087;0,970588235;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,353273106;0,275767948;0,014492754;0,117647059;0,275862069;0,518888889;1;14302;7816;4723;3188;2690;2476;2179;2144;1953;1697;1537;1279;901;697;534;407;353;266;201;144;1647;16327;32026;NA;NA;NA;1;2,593695898;0,625510326;-177172,3496;354348,6991
abstract;4;none;goose;0,28244;0,25748;0,24012;0,21996;NA;NA;111,19712;9,829443324;79;105;111;117;186;28,41984;2,47583864;20;27;28;30;47;0,305310369;0,289628101;0,025641026;0,066666667;0,185185185;0,5;1;0,246816916;0,279624125;0;0;0,125;0,423076923;0,96969697;0,2307387;0,272853173;0;0;0,107142857;0,391304348;0,967741935;0,217134015;0,266369673;0;0;0,088235294;0,361111111;0,96875;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,258571217;0,302815696;0,022222222;0,034482759;0,071428571;0,44;1;21136;5117;2105;1566;1258;1210;1009;1008;973;891;941;820;870;826;816;806;762;761;770;790;754;8670;23368;17208;NA;NA;1;3,343340072;0,086402834;-115677,1902;231358,3804
ayres;4;none;goose;0,25696;0,2555;0,24806;0,23948;NA;NA;73,92766;47,6355973;21;38;61;94;629;19,10388;11,91118493;6;10;16;24;158;0,318830602;0,220890258;0,015625;0,125;0,272727273;0,454545455;1;0,234911077;0,214714311;0;0,04;0,2;0,375;0,962962963;0,223079006;0,210262141;0;0;0,181818182;0,357142857;0,961538462;0,223179316;0,212905612;0;0;0,181818182;0,363636364;0,962962963;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,283241837;0,219986111;0,006329114;0,107142857;0,230769231;0,4;1;9526;8274;7868;6206;4343;3150;2433;1898;1562;1286;881;711;531;389;282;216;137;113;70;45;568;8167;20362;20903;NA;NA;1;2,791841248;0,546417976;-180320,4354;360644,8709
tantra;4;none;goose;0,26336;0,25462;0,24724;0,23478;NA;NA;70,94272;25,22658531;25;51;68;86;265;18,3571;6,313212869;7;13;18;22;67;0,317477093;0,262978985;0,022222222;0,1;0,222222222;0,473684211;1;0,239157247;0,258302546;0;0;0,136363636;0,4;0,972222222;0,223787987;0,254589666;0;0;0,111111111;0,375;0,967741935;0,219577673;0,256304219;0;0;0,101282051;0,375;0,970588235;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,41918242;0,281976894;0,016393443;0,1;0,444444444;0,65;1;10638;3304;1364;1588;2952;4064;4378;4248;3454;2938;2380;2041;1560;1264;945;773;588;413;348;213;741;8827;22867;17565;NA;NA;1;2,852887941;0,338858479;-159482,6874;318969,3747
althoen;4;none;goose;0,26006;0,2527;0,24688;0,24036;NA;NA;78,23338;34,72054758;25;53;71;95;367;20,18182;8,685951324;7;14;18;24;92;0,304990668;0,241879255;0,016129032;0,1;0,235294118;0,454545455;1;0,235809651;0,235929564;0;0;0,173913043;0,380952381;0,967741935;0,228976819;0,235403965;0;0;0,166666667;0,375;0,966666667;0,230222862;0,236816577;0;0;0,161290323;0,375;0,967741935;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,281508331;0,257300838;0,012048193;0,071428571;0,189189189;0,416666667;1;13674;6114;4557;4846;4694;3456;2393;1865;1548;1354;1211;1029;755;659;471;366;296;184;144;117;791;8208;21161;19840;NA;NA;1;2,922229336;0,402168741;-171514,2173;343032,4346
daykin;4;none;goose;0,25372;0,24974;0,24886;0,24768;NA;NA;116,64226;79,68725597;21;61;93;149;883;29,78562;19,9253979;6;16;24;38;221;0,298382031;0,188465473;0,014285714;0,153846154;0,264705882;0,4;1;0,240517721;0,184787481;0;0,1;0,216216216;0,346153846;0,961538462;0,231401704;0,182257312;0;0,090909091;0,206896552;0,333333333;0,956521739;0,229698543;0,182907359;0;0,086956522;0,206896552;0,333333333;0,956521739;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,224924396;0,20008446;0,004878049;0,079365079;0,161290323;0,3;1;6787;6679;7043;6954;5902;4789;3535;2725;1777;1184;846;597;410;301;185;88;73;41;28;22;242;3641;13037;33080;NA;NA;0,77;3,206166118;0,60665172;-206265,2113;412534,4226
historical72;4;none;goose;0,26478;0,2524;0,24916;0,23366;NA;NA;51,25306;25,33092446;17;33;45;62;269;13,434;6,340211981;5;9;12;16;68;0,347871715;0,216046517;0,022727273;0,166666667;0,3;0,5;1;0,233568606;0,207684185;0;0,066666667;0,193548387;0,363636364;0,952380952;0,215607002;0,20090792;0;0,043478261;0,166666667;0,333333333;0,947368421;0,202952678;0,197325427;0;0;0,153846154;0,333333333;0,941176471;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,273626124;0,215130745;0,014705882;0,1;0,210526316;0,375;1;14432;10815;8198;5675;3862;2532;1673;1054;700;391;273;172;75;57;35;18;17;12;3;1;605;7174;20648;21573;NA;NA;1;2,505016069;0,419822886;-152801,6123;305607,2246
historical84;4;none;goose;0,26338;0,2541;0,2468;0,23572;NA;NA;51,97886;27,8980017;9;36;51;67;270;13,61672;6,980681273;3;10;13;17;68;0,355965189;0,250923042;0,022222222;0,142857143;0,285714286;0,5;1;0,225356622;0,233957447;0;0;0,153846154;0,357142857;0,961538462;0,207867844;0,228684117;0;0;0,133333333;0,333333333;0,973684211;0,210810345;0,230287715;0;0;0,133333333;0,352941176;0,961538462;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,321478746;0,25405247;0,015625;0,111111111;0,25;0,466666667;1;17856;8753;5051;3270;2607;2247;1911;1617;1513;1337;970;780;569;406;292;201;162;127;95;59;1137;10861;22321;15681;NA;NA;1;2,445440418;0,630965929;-170193,7769;340391,5537
abstract;5;none;goose;0,23112;0,21692;0,19908;0,18406;0,16882;NA;136,59434;11,16477286;98;129;136;144;199;27,91918;2,246114206;20;26;28;29;40;0,25575836;0,265301164;0,027777778;0,04;0,137931034;0,392857143;1;0,203702408;0,257794368;0;0;0,076923077;0,333333333;0,96875;0,190390243;0,252436692;0;0;0,068965517;0,3;0,96875;0,176896625;0,244220721;0;0;0,041666667;0,275862069;0,96875;0,173252364;0,241207444;0;0;0,04;0,266666667;0,967741935;NA;NA;NA;NA;NA;NA;NA;0,235953078;0,282213292;0,025;0,034482759;0,071428571;0,379310345;1;21909;5154;2260;1706;1497;1300;1124;1051;974;944;927;853;887;823;778;796;740;712;677;731;425;5283;17584;19679;7029;NA;1;3,326097993;0,080147141;-111057,2727;222118,5455
ayres;5;none;goose;0,20712;0,20512;0,19758;0,19834;0,19184;NA;79,91236;47,45943665;26;45;64;101;612;16,58178;9,49561348;6;10;13;21;123;0,279127573;0,208885322;0,016393443;0,111111111;0,222222222;0,4;1;0,190660073;0,202500356;0;0;0,130434783;0,3125;0,958333333;0,181409699;0,19822728;0;0;0,125;0,3;0,954545455;0,174233889;0,195385978;0;0;0,111111111;0,294117647;0,96;0,174568766;0,198385028;0;0;0,111111111;0,3;0,958333333;NA;NA;NA;NA;NA;NA;NA;0,271027832;0,205117686;0,008130081;0,105263158;0,222222222;0,375;1;11774;9261;8193;6116;4033;2736;2041;1605;1151;907;683;452;330;232;171;128;65;59;25;18;329;5991;17161;17148;9371;NA;1;2,675482119;0,498145648;-169877,8937;339759,7873
tantra;5;none;goose;0,21424;0,20484;0,19784;0,19452;0,18856;NA;81,85172;27,59073464;31;60;79;99;283;16,97124;5,524391662;7;13;16;20;57;0,275539972;0,248391094;0,023809524;0,090909091;0,176470588;0,380952381;1;0,195101837;0,241238515;0;0;0,090909091;0,3;0,967741935;0,1848377;0,237918267;0;0;0,08;0,277777778;0,96;0,173771337;0,232609242;0;0;0,071428571;0,263157895;0,956521739;0,170749154;0,233938152;0;0;0,0625;0,25;0,961538462;NA;NA;NA;NA;NA;NA;NA;0,402749133;0,278669046;0,018518519;0,086956522;0,428571429;0,636363636;1;12284;3442;1473;1806;3445;4551;4563;4079;3331;2737;2164;1617;1276;934;647;549;357;273;160;103;492;6259;18200;18088;6961;NA;1;2,780302723;0,320334475;-153042,583;306089,1661
althoen;5;none;goose;0,2131;0,20502;0,19732;0,19386;0,1907;NA;89,09264;36,3477928;31;63;82;108;447;18,42042;7,275806881;7;13;17;22;90;0,264364868;0,225137222;0,016666667;0,083333333;0,185185185;0,388038549;1;0,192698767;0,22097116;0;0;0,111111111;0,3125;0,964285714;0,184765388;0,21694074;0;0;0,105263158;0,3;0,958333333;0,176724372;0,214059512;0;0;0,090909091;0,290322581;0,964285714;0,181446606;0,218238603;0;0;0,095238095;0,3;0,964285714;NA;NA;NA;NA;NA;NA;NA;0,262420799;0,240892051;0,012658228;0,071428571;0,169852146;0,388888889;1;15159;6947;5156;5255;4649;3143;2093;1568;1325;1044;912;681;565;461;300;234;154;119;77;50;520;5979;16630;18350;8521;NA;1;2,842790397;0,372644771;-163729,963;327463,9261
daykin;5;none;goose;0,20306;0,20394;0,19968;0,19868;0,19464;NA;125,8676;80,5052732;26;70;104;158;992;25,77258;16,10448035;6;15;21;32;199;0,256158394;0,179459573;0,013513514;0,12;0,214285714;0,344827586;1;0,194820633;0,174650767;0;0,058823529;0,161290323;0,289473684;0,947368421;0,187113976;0,172318979;0;0,05;0,153846154;0,28;0,941176471;0,179984257;0,169104062;0;0,042553191;0,142857143;0,272727273;0,9375;0,18192274;0,173044979;0;0,04;0,147058824;0,275;0,964285714;NA;NA;NA;NA;NA;NA;NA;0,218914214;0,192076109;0,00617284;0,076923077;0,157894737;0,296296296;1;8585;8059;7663;6993;5673;4225;2974;1947;1392;900;607;368;217;145;82;65;45;23;8;14;141;2521;8890;16064;22384;NA;0,99;3,087453676;0,560801375;-196400,1859;392804,3718
historical72;5;none;goose;0,21312;0,20782;0,20018;0,1918;0,18708;NA;57,6255;25,77326628;21;39;51;69;291;12,1258;5,164345822;5;8;11;14;59;0,308807542;0,202256487;0,020833333;0,142857143;0,25;0,428571429;1;0,195141312;0,194194993;0;0;0,142857143;0,3;0,9375;0,176950118;0,187047844;0;0;0,125;0,285714286;0,941176471;0,163812752;0,1812681;0;0;0,111111111;0,266666667;0,928571429;0,155288277;0,177988269;0;0;0,1;0,25;0,923076923;NA;NA;NA;NA;NA;NA;NA;0,259565067;0,199708433;0,017241379;0,1;0,2;0,363636364;1;17009;11597;8049;5261;3332;1992;1232;623;409;223;130;68;30;17;16;4;3;3;2;0;355;4914;15713;19283;9735;NA;1;2,418336872;0,383075905;-143887,6641;287779,3282
historical84;5;none;goose;0,21396;0,2043;0,20184;0,19534;0,18456;NA;57,77304;30,7660355;11;34;60;75;295;12,15272;6,16219734;3;7;13;16;60;0,325783203;0,240766299;0,023255814;0,125;0,25;0,5;1;0,186659014;0,217767784;0;0;0,1;0,333333333;0,956521739;0,169793962;0,21139527;0;0;0,076923077;0,285714286;0,958333333;0,157129182;0,206561881;0;0;0,066666667;0,25;0,956521739;0,160634639;0,207900099;0;0;0,071428571;0,263157895;0,954545455;NA;NA;NA;NA;NA;NA;NA;0,306687152;0,239952;0,016666667;0,105263158;0,25;0,411764706;1;20462;9175;5129;3237;2476;2006;1639;1322;1187;966;765;512;351;234;175;120;76;58;43;17;958;9018;18289;15947;5788;NA;1;2,33096543;0,630730728;-164451,3859;328906,7718
abstract;6;none;goose;0,19798;0,18656;0,168;0,16008;0,14732;0,14006;161,5035;12,35350962;116;153;161;170;228;27,50858;2,072807833;20;26;27;29;39;0,222737082;0,248063871;0,027777778;0,038461538;0,107142857;0,321428571;1;0,175152285;0,242460994;0;0;0,043478261;0,266666667;0,967741935;0,161700869;0,233219006;0;0;0,038461538;0,24;0,967741935;0,153492376;0,228180614;0;0;0,037037037;0,222222222;0,965517241;0,144960462;0,222651399;0;0;0,035714286;0,206896552;0,966666667;0,141956927;0,22026273;0;0;0,034482759;0,193548387;0,966666667;0,225298883;0,270157032;0,025641026;0,035714286;0,071428571;0,346153846;1;22270;5170;2345;1688;1530;1402;1260;1121;1059;932;923;906;865;815;797;762;759;735;628;680;284;3661;13435;19175;11154;2291;1;3,311662716;0,075336963;-107240,8431;214485,6862
ayres;6;none;goose;0,17914;0,174;0,16992;0,16084;0,16192;0,15418;86,39554;48,6415823;31;52;68;110;748;14,98428;8,109287767;6;9;12;19;125;0,255173196;0,198919831;0,017857143;0,1;0,181818182;0,375;1;0,16291252;0,190426422;0;0;0,1;0,272727273;0,954545455;0,152921179;0,186825;0;0;0,090909091;0,25;0,952380952;0,147066583;0,183808276;0;0;0,083333333;0,25;0,952380952;0,139176536;0,178879269;0;0;0,0625;0,24;0,95;0,142749986;0,182793785;0;0;0,066666667;0,25;0,952380952;0,259960888;0,192325101;0,008;0,105263158;0,222222222;0,375;1;13459;10249;8509;5881;3691;2386;1797;1201;905;624;453;286;189;129;80;53;36;29;22;10;264;4674;14977;16786;9587;3712;1;2,590425855;0,463742222;-162046,8975;324097,7951
tantra;6;none;goose;0,17772;0,1758;0,16764;0,16364;0,16036;0,15484;92,92264;30,09614213;37;69;89;112;298;16,07234;5,022777269;7;12;15;19;50;0,244158648;0,230707238;0,023809524;0,083333333;0,15;0,3125;1;0,167184808;0,227864982;0;0;0,071428571;0,230769231;0,964285714;0,158298194;0,223693891;0;0;0,0625;0,214285714;0,954545455;0,148633206;0,219109659;0;0;0,052631579;0,2;0,954545455;0,143043831;0,2163958;0;0;0,045454545;0,1875;0,961538462;0,138681312;0,215664264;0;0;0,038461538;0,176470588;0,961538462;0,390480064;0,275625628;0,02;0,083333333;0,411764706;0,625;1;13344;3650;1689;2149;3611;4761;4662;3889;3186;2386;1907;1409;1038;745;540;362;241;136;110;73;384;4752;15274;17953;9504;2133;1;2,729772874;0,307720495;-148507,4007;297018,8014
althoen;6;none;goose;0,1737;0,1739;0,16662;0,16594;0,16034;0,1595;98,9595;37,75198702;37;71;92;119;422;17,07878;6,297292024;7;12;16;20;71;0,233756969;0,208530457;0,019230769;0,076923077;0,148542159;0,333333333;1;0,162961029;0,206632315;0;0;0,076923077;0,266666667;0,958333333;0,156511905;0,202034741;0;0;0,071428571;0,25;0,954545455;0,150244254;0,199243157;0;0;0,0625;0,25;0,96;0,146558929;0,19753537;0;0;0,058823529;0,238095238;0,952380952;0,149966915;0,200335828;0;0;0,058823529;0,25;0,96;0,249796742;0,226645976;0,01754386;0,071428571;0,166666667;0,375;1;16342;7658;5439;5450;4388;2991;2003;1441;1001;863;666;495;403;288;206;131;97;50;28;29;326;4647;14191;17337;10557;2942;1;2,775123389;0,351861229;-157477,1753;314958,3506
daykin;6;none;goose;0,17008;0,16982;0,1663;0,1631;0,16742;0,16328;134,41952;80,69685473;31;79;112;168;869;22,9869;13,45233466;6;14;19;29;145;0,230376421;0,17171456;0,013333333;0,1;0,181818182;0,307692308;1;0,164978403;0,165738359;0;0,024390244;0,125;0,25;0,952380952;0,158378801;0,163187287;0;0;0,117647059;0,240740741;0,933333333;0,151090441;0,159487141;0;0;0,111111111;0,230769231;0,9375;0,146831775;0,157997923;0;0;0,106382979;0,227272727;0,933333333;0,148344158;0,161903576;0;0;0,105263158;0,230769231;0,941176471;0,215519281;0,185121647;0,007092199;0,076923077;0,15625;0,291666667;1;10144;8796;8087;6949;5435;3742;2577;1627;1057;627;389;253;146;65;44;30;15;9;3;2;118;1870;7246;12699;14419;13648;0,93;2,990987819;0,528778877;-188637,0708;377278,1415
historical72;6;none;goose;0,1769;0,17502;0,1696;0,16624;0,15632;0,15592;63,7363;26,2776767;25;45;58;76;358;11,209;4,387525955;5;8;10;13;60;0,282515034;0,191408494;0,020408163;0,125;0,230769231;0,384615385;1;0,167773075;0,184207209;0;0;0,117647059;0,272727273;0,9375;0,153397052;0,17778977;0;0;0,1;0,25;0,923076923;0,141710826;0,170984903;0;0;0,090909091;0,230769231;0,941176471;0,130385201;0,165042473;0;0;0,076923077;0,214285714;0,923076923;0,124218811;0,162702061;0;0;0,066666667;0,2;0,923076923;0,250353841;0,189891544;0,021276596;0,1;0,192307692;0,333333333;1;19018;12341;7703;4796;2813;1528;863;483;227;130;41;32;15;4;3;2;1;0;0;0;271;3751;13051;17860;11719;3348;1;2,350872708;0,354699328;-136666,3214;273336,6428
historical84;6;none;goose;0,178;0,17274;0,17066;0,1622;0,15916;0,15724;63,61442;34,46247149;13;28;68;84;251;11,18906;5,750775404;3;5;12;15;42;0,309998556;0,233506708;0,025641026;0,117647059;0,25;0,454545455;1;0,158580723;0,20348994;0;0;0,076923077;0,266666667;0,954545455;0,14562387;0,197236929;0;0;0,0625;0,25;0,952380952;0,133824572;0,191864878;0;0;0;0,230769231;0,954545455;0,122412371;0,18507008;0;0;0;0,2;0,95;0,129559909;0,189461181;0;0;0;0,214285714;0,954545455;0,296760456;0,228966394;0,025;0,107142857;0,25;0,384615385;1;22538;9618;5081;3028;2277;1774;1327;1126;909;758;516;369;226;161;95;72;42;24;27;15;806;8245;16203;15081;7953;1712;1;2,243572509;0,635689252;-160473,2805;320950,561
abstract;3;swap;goose;0,3522;0,33322;0,31458;NA;NA;NA;92,91338;10,61557586;58;85;92;100;153;31,63158;3,556174859;20;29;31;34;52;0,330185194;0,319377228;0,022727273;0,058823529;0,1875;0,580645161;1;0,316379845;0,317627262;0;0,033333333;0,192307692;0,571428571;0,973684211;0,353434961;0,316976798;0;0,068965517;0,25;0,620689655;0,973684211;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,355647681;0,359089123;0,019230769;0,032258065;0,161290323;0,709677419;1;15735;5428;2067;1256;921;840;816;772;754;719;731;704;756;738;792;823;800;862;847;910;1465;12676;35859;NA;NA;NA;1;3,447877222;0,112051253;-133900,843;267805,6861
ayres;3;swap;goose;0,33772;0,33064;0,33164;NA;NA;NA;68,78106;46,01834633;16;34;57;88;562;23,59402;15,34242836;6;12;20;30;188;0,358841112;0,226316107;0,018867925;0,166666667;0,333333333;0,5;1;0,307292881;0,225958999;0;0,125;0,290322581;0,454545455;0,96875;0,333866007;0,232578389;0;0,147058824;0,32;0,5;0,96969697;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,300678859;0,239481407;0,007575758;0,111111111;0,243243243;0,416666667;1;6003;6727;7292;6129;4659;3540;2980;2511;2109;1743;1409;1132;857;715;516;419;344;297;183;125;756;11037;38207;NA;NA;NA;0,86;2,986106412;0,579828174;-193001,0737;386006,1474
tantra;3;swap;goose;0,34126;0,33192;0,32682;NA;NA;NA;62,12416;23,1647775;19;45;59;75;261;21,37302;7,728266986;7;16;20;26;88;0,346703279;0,273351106;0,017857143;0,105263158;0,259259259;0,56;1;0,309195195;0,273973404;0;0,074074074;0,227272727;0,523809524;0,982142857;0,344101526;0,280441298;0;0,105263158;0,266666667;0,571428571;0,979591837;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,449380707;0,278701411;0,011363636;0,205882353;0,470588235;0,666666667;1;7356;2745;1158;1210;2362;3575;3961;3837;3707;3260;2809;2453;2094;1746;1510;1282;1041;866;708;539;797;11354;37849;NA;NA;NA;1;2,999135718;0,356562426;-169341,4152;338686,8303
althoen;3;swap;goose;0,33738;0,33186;0,33076;NA;NA;NA;68,8041;32,82255428;19;45;62;84;353;23,601;10,94577339;7;16;21;29;118;0,355707101;0,255953636;0,012820513;0,127659574;0,307692308;0,526315789;1;0,311401987;0,257001844;0;0,086956522;0,267054264;0,484848485;0,971428571;0,332890913;0,261924266;0;0,105263158;0,294117647;0,517241379;0,978723404;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,310605818;0,27852966;0,008474576;0,074074074;0,222222222;0,466666667;1;11149;4902;3804;4367;4426;3505;2664;2114;1916;1828;1589;1472;1289;1001;846;671;522;415;367;268;948;12443;36609;NA;NA;NA;0,83;3,065685777;0,433731651;-182464,7529;364933,5058
daykin;3;swap;goose;0,33548;0,3333;0,33122;NA;NA;NA;108,82016;78,5146969;16;54;86;140;830;36,93936;26,17314317;6;19;29;47;277;0,348609491;0,193655906;0,016949153;0,208333333;0,331325301;0,458333333;1;0,31578302;0,194083425;0;0,177777778;0,304347826;0,432432432;0,965517241;0,335607489;0,197630394;0;0,2;0,321428571;0,454545455;0,964285714;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,229947526;0,212670388;0,003831418;0,078431373;0,157894737;0,305555556;1;4544;5187;6087;6337;6012;5016;4124;3180;2490;1841;1449;1027;794;524;414;281;205;158;101;65;330;5515;44155;NA;NA;NA;0,54;3,399604496;0,642664177;-218820,5031;437645,0063
